wallet_id,total_transaction_count,total_transaction_sum,big_transaction_count,big_transaction_sum,small_transaction_count,small_transaction_sum,from_transaction_count,from_transaction_sum,to_transaction_count,to_transaction_sum,to_unique_wallet,from_unique_wallet,from_unique_big,to_unique_big,from_unique_small,to_unique_small,classification
207984,0,0,0,0,1,18.248452537486777,1,18.248452537486777,0,0,0,1,0,0,1,0,Positive
207986,2,21.43897199893839,0,0,1,16.11809565095832,1,21.43407154344738,1,16.11809565095832,1,1,0,0,0,1,Positive
207987,0,0,0,0,0,0,1,23.235919881325195,0,0,0,1,0,0,0,0,Positive
207988,0,0,0,0,0,0,1,21.511624149678354,0,0,0,1,0,0,0,0,Positive
207990,0,0,0,0,0,0,3,23.942141661814613,0,0,0,0,0,0,0,0,Negative
207991,0,0,0,0,0,0,1,18.797953530292467,0,0,0,1,0,0,0,0,Positive
207994,0,0,0,0,1,17.72753356339242,1,17.72753356339242,0,0,0,1,0,0,1,0,Positive
207996,0,0,0,0,0,0,1,20.030118656386467,0,0,0,1,0,0,0,0,Positive
207997,0,0,0,0,0,0,1,29.11297870937466,0,0,0,1,0,0,0,0,Negative
207998,2,19.39105056607899,0,0,0,0,1,18.675322962325946,1,18.719985171912022,1,1,0,0,0,0,Positive
207999,0,0,0,0,1,18.33179432653626,6,20.60744541897037,0,0,0,0,0,0,0,0,Positive
208002,0,0,0,0,1,15.424948470398375,1,15.424948470398375,0,0,0,1,0,0,1,0,Positive
208003,0,0,0,0,0,0,1,20.296123729674132,0,0,0,1,0,0,0,0,Positive
208004,0,0,0,0,0,0,1,20.031511044563977,0,0,0,1,0,0,0,0,Positive
208005,2,20.21244021318042,0,0,0,0,1,19.806975105072254,1,19.11382792451231,1,1,0,0,0,0,Positive
208006,0,0,0,0,0,0,1,20.058356197797707,0,0,0,1,0,0,0,0,Positive
208007,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,Positive
208009,0,0,0,0,0,0,1,26.54084391169746,0,0,0,1,0,0,0,0,Positive
208010,2,25.220806267832632,0,0,0,0,1,24.633206676170232,1,24.40964216084223,1,1,0,0,0,0,Positive
208014,0,0,0,0,0,0,5,23.13900310020531,0,0,0,0,0,0,0,0,Negative
208015,0,0,0,0,0,0,1,24.635288842374557,0,0,0,1,0,0,0,0,Positive
208016,0,0,0,0,0,0,1,20.172929695104415,0,0,0,1,0,0,0,0,Positive
208017,0,0,0,0,1,18.420680743952367,1,18.420680743952367,0,0,0,1,0,0,1,0,Positive
208019,3,21.612157077276763,0,0,0,0,2,21.206673185521357,1,20.51358235484469,1,0,0,0,0,0,Positive
208021,0,0,0,0,0,0,1,21.597922707742494,0,0,0,1,0,0,0,0,Positive
208023,0,0,0,0,0,0,1,18.635879522975678,0,0,0,1,0,0,0,0,Positive
208028,0,0,0,0,0,0,1,21.091785499914792,0,0,0,1,0,0,0,0,Positive
208029,0,0,0,0,0,0,1,20.030118656386467,0,0,0,1,0,0,0,0,Positive
